Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
2024-09-20 05:00:00,,,14.4875,9.3825,16.52,16.875,1.8275,,1.235,13.5375,51.19,26.12,78.17,11.5425,269.2325,0.0,,11.7,Good,Thane
2024-09-14 18:00:00,,,1.8225,10.66,7.03,7.98,7.425,0.145,9.9825,0.96,43.435,26.865,77.91,2.605,165.8025,0.0,,13.3,Good,Thane
2024-09-20 04:00:00,,,23.21,10.63,24.1675,19.26,1.9475,,1.3675,12.215,48.7175,26.1,78.1775,10.065,267.605,0.0,,13.3,Good,Thane
2024-09-20 03:00:00,,,22.0775,11.2575,23.59,20.0575,1.8,,1.1,11.1025,47.17,26.35,78.18,10.0575,274.7075,0.0,,14.1,Good,Thane
2024-09-14 20:00:00,,,0.415,7.21,4.1,7.455,7.495,0.145,14.48,1.23,47.4675,25.3,78.1475,0.82,63.3475,0.0,,14.5,Good,Thane
2025-08-17 00:00:00,7.19,7.31,0.49,7.7525,4.445,16.605,0.1375,0.29,6.0475,5.02,10.135,23.605,93.1625,0.52,264.6675,0.0,,14.5,Good,Thane
2025-08-19 14:00:00,8.995,10.115,1.03,7.2075,4.59,1.6825,0.33,0.2775,6.0525,5.0225,10.14,24.0075,92.78,1.04,265.6725,9.65,,15.0,Good,Thane
2023-08-21 10:00:00,9.195,14.835,4.8175,11.73,9.99,11.3975,1.9175,0.2225,10.3075,1.1825,11.9675,29.33,81.3025,0.2675,211.5175,228.6,,15.3,Good,Thane
2024-09-14 19:00:00,,,1.255,12.27,7.4175,7.9875,7.515,0.2975,10.995,1.2625,45.2875,25.9825,78.1475,0.905,67.705,0.0,,15.3,Good,Thane
2025-08-20 10:00:00,8.1,8.39,1.665,5.9025,4.415,4.9975,0.2025,0.3075,6.13,5.0575,10.0625,24.975,90.975,1.11,241.945,72.525,,15.4,Good,Thane
2025-06-16 03:00:00,9.29,11.15,1.0275,10.1975,6.15,11.0225,,0.2775,10.605,1.0325,10.1225,25.3075,93.1625,0.87,145.3875,0.0,,15.5,Good,Thane
2025-08-18 15:00:00,8.9525,12.765,2.78,9.12,6.9975,18.82,0.055,0.31,5.9775,4.9875,10.11,23.27,93.165,0.8,275.505,0.425,,15.5,Good,Thane
2024-09-08 05:00:00,,,5.3475,10.005,9.3125,11.2275,12.51,0.03,2.1575,6.5375,93.53,26.845,78.145,0.77,55.7875,0.0,,15.6,Good,Thane
2024-09-08 09:00:00,,,1.8275,9.78,6.375,10.615,12.615,0.1125,6.3175,6.515,95.135,29.15,72.69,0.8225,130.7975,110.975,,15.8,Good,Thane
2024-09-14 17:00:00,,,4.5425,12.745,10.3025,9.45,7.7975,0.2125,8.7075,0.9175,40.95,27.605,76.695,2.3675,109.5725,64.525,,15.9,Good,Thane
2025-08-21 04:00:00,9.4225,15.8875,0.745,5.7125,3.58,3.6125,0.3375,0.3025,6.0375,5.015,10.215,25.815,84.16,0.9475,259.4475,0.0,,15.9,Good,Thane
2024-09-08 06:00:00,,,11.0525,7.315,12.485,15.215,12.86,0.125,1.7275,7.4925,93.835,26.98,78.14,4.17,163.225,0.0,,16.1,Good,Thane
2024-09-15 09:00:00,,,2.2025,12.735,8.42,10.7475,7.4075,0.125,16.205,2.1075,61.05,25.3175,78.145,0.82,185.82,31.9,,16.2,Good,Thane
2024-09-08 07:00:00,,,11.6925,5.9675,12.295,15.4,13.085,0.135,1.5825,7.91,94.555,27.4525,78.1475,4.66,203.015,9.925,,16.4,Good,Thane
2025-08-19 12:00:00,6.5598,8.0638,1.0175,7.01,4.48,1.57,0.3675,0.3275,5.9,4.955,10.08,24.3125,93.15,1.28,301.0475,20.35,,16.4,Good,Thane
2023-08-21 09:00:00,9.505,16.505,2.8525,9.5975,7.3025,9.615,1.77,0.205,8.775,1.2625,13.3925,29.405,80.985,0.23,155.6575,80.0,,16.5,Good,Thane
2024-06-20 06:00:00,6.53,11.665,1.6225,13.1725,8.0525,12.02,3.8425,0.09,1.5175,3.0975,10.1375,23.765,78.09,0.8675,148.61,0.0,,16.5,Good,Thane
2024-09-08 08:00:00,,,10.3975,9.3075,13.0,15.8025,13.18,0.155,1.67,7.8475,95.0625,27.9675,78.15,0.445,86.425,42.925,,16.5,Good,Thane
2024-09-20 02:00:00,,,26.085,13.2075,27.815,21.1525,2.0475,,1.5575,10.1625,46.0175,26.6025,77.915,4.72,247.09,0.0,,16.5,Good,Thane
2025-08-20 08:00:00,8.22,8.805,1.035,5.835,3.88,5.0325,0.18,0.33,5.955,4.9825,10.0075,24.1075,93.1375,0.8725,257.1,0.0,,16.5,Good,Thane
2024-06-08 09:00:00,8.8675,12.005,2.2475,5.9825,4.9275,11.745,3.8,0.2675,16.7725,0.45267442,4.287093,26.96,65.96,0.295,108.0475,154.525,,16.8,Good,Thane
2025-08-17 22:00:00,7.7175,16.8825,2.1325,10.4075,7.1475,17.515,0.0575,0.34,5.9875,4.995,10.155,23.4325,91.005,0.655,171.27,0.0,,17.0,Good,Thane
2025-08-19 15:00:00,10.2126,11.1406,1.285,7.7775,5.095,1.965,0.175,0.3125,6.095,5.04,10.13,24.815,90.3875,1.115,288.3775,21.325,,17.0,Good,Thane
2025-08-19 13:00:00,7.7774,9.0894,1.76,8.7275,5.97,2.9925,0.3325,0.3425,5.985,4.9925,10.095,24.6525,92.45,0.885,257.02,52.875,,17.1,Good,Thane
2023-08-22 13:00:00,6.5875,15.3925,3.51,10.9725,8.5475,10.8725,1.3,0.1425,17.195,1.3,13.615,29.6175,82.7825,0.51,239.4675,145.125,,17.2,Good,Thane
2023-08-09 02:00:00,,7.282264,3.6475472,11.148491,8.744843,5.574717,0.7725786,0.31685534,17.303837,4.7568555,36.483208,25.258114,75.67314,0.6066667,237.94371,52.943398,,17.3,Good,Thane
2024-09-15 10:00:00,,,2.85,13.83,9.5125,10.615,7.8525,0.2625,15.155,1.8775,61.4175,25.595,78.15,0.5875,136.875,46.175,,17.3,Good,Thane
2025-08-21 03:00:00,9.2675,17.29,0.5125,4.76,2.895,3.1525,0.555,0.28,6.085,5.04,10.205,25.2175,88.0375,0.96,260.7825,0.0,,17.3,Good,Thane
2025-08-18 17:00:00,5.8875,10.5725,2.2575,9.2975,6.67,18.3975,0.095,0.35,5.96,4.9825,10.1225,24.035,92.165,0.76,285.745,0.625,,17.5,Good,Thane
2024-09-14 21:00:00,,,0.4075,5.1125,2.9975,8.08,7.525,0.095,17.5725,1.36,50.0575,25.03,78.1625,0.96,47.2275,0.0,,17.6,Good,Thane
